label,message,length,label_encoded,clean_message,length_bin
ham,"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\""""",146,0,ey calm downon theacusations itxt u cos iwana know wotu r doin at thewend haventcn u in agesring me if ur up nething satlove j xxx,sedang
ham,I love to wine and dine my lady!,32,0,i love to wine and dine my lady,sangat pendek
spam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,155,1,someone has conacted our dating service and entered your phone because they fancy youto find out who it is call from landline poboxntf,panjang
ham,"IåÕm cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",160,0,iåõm cool ta luv but vtired cause i have been doin loads of planning all wk we have got our social services inspection at the nursery take care spk sn x,panjang
ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.,86,0,i don know account detailsi will ask my mom and send youmy mom is out of reach now,pendek
ham,I think u have the wrong number.,32,0,i think u have the wrong number,sangat pendek
ham,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),166,0,feel yourself that you are always happy slowly it becomes your habit amp finally it becomes part of your life follow it happy morning amp have a happy day,panjang
ham,DO NOT B LATE LOVE MUM,22,0,do not b late love mum,sangat pendek
ham,Got it..mail panren paru..,26,0,got itmail panren paru,sangat pendek
ham,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,92,0,was thinking about chuckin ur red green n black trainners save carryin them bac on train,pendek
ham,Give one miss from that number please,37,0,give one miss from that number please,sangat pendek
ham,Jus came back fr lunch wif my sis only. U leh?,46,0,jus came back fr lunch wif my sis only u leh,sangat pendek
ham,How is your schedule next week? I am out of town this weekend.,62,0,how is your schedule next week i am out of town this weekend,pendek
ham,Really good:)dhanush rocks once again:),39,0,really gooddhanush rocks once again,sangat pendek
ham,Lmao ok I wont be needing u to do my hair anymore.,50,0,lmao ok i wont be needing u to do my hair anymore,sangat pendek
ham,"Miss ya, need ya, want ya, love ya.",35,0,miss ya need ya want ya love ya,sangat pendek
ham,Sorry i'm not free...,21,0,sorry im not free,sangat pendek
ham,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,107,0,do u ever get a song stuck in your head for no reason and it wont go away til u listen to it like times,sedang
ham,Nt yet chikku..simple habba..hw abt u?,38,0,nt yet chikkusimple habbahw abt u,sangat pendek
ham,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",205,0,got ur mail dileepthank you so muchand look forward to lots of supportvery less contacts hereremember one venugopal you mentionedtomorrow if not latei shall try to come up till theregoodnight dear,sangat panjang
ham,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,158,0,sometimes heart remembrs someone very much forgets someone soon bcoz heart will not like everyone but liked ones will be remembered everytime bslvyl,panjang
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan,67,0,joys father is john then john is the name of joys father mandan,pendek
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,143,1,hi ibh customer loyalty offer the new nokia mobile from only å£ at txtauctiontxt wordstart to no get yours nowt,sedang
ham,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,121,0,hi this is yijue its regarding the textbook its intro to algorithms second edition im selling it for,sedang
spam,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,162,1,sms auction you have won a nokia i this is what you get when you win our free auction to take part send nokia to now hgsuitelands rowwjhl,panjang
ham,"K, want us to come by now?",26,0,k want us to come by now,sangat pendek
ham,How. Its a little difficult but its a simple way to enter this place,68,0,how its a little difficult but its a simple way to enter this place,pendek
ham,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,123,0,ha both of us doing e same thing but i got tv watch u can thk of where go tonight or u already haf smth in mind,sedang
ham,Dont show yourself. How far. Put new pictures up on facebook.,61,0,dont show yourself how far put new pictures up on facebook,pendek
ham,Watching tv now. I got new job :),33,0,watching tv now i got new job,sangat pendek
ham,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",156,0,good afternoon sexy buns how goes the job search i wake and you are my first thought as always my love i wish your fine and happy and know i adore you,panjang
ham,"I'm not coming over, do whatever you want",41,0,im not coming over do whatever you want,sangat pendek
ham,"Its ok chikku, and its my 1 of favourite song..:-)",50,0,its ok chikku and its my of favourite song,sangat pendek
ham,Did u see what I posted on your Facebook?,41,0,did u see what i posted on your facebook,sangat pendek
spam,Call FREEPHONE 0800 542 0578 now!,33,1,call freephone now,sangat pendek
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,154,1,buy space invaders a chance win orig arcade game console press for games arcade std wap charge see ocoukgames terms settings no purchase,panjang
spam,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,154,1,big brother alert the computer has selected u for k cash or voucher call ntt po box cro bt landline cost ppm mobiles vary,panjang
ham,";-( oh well, c u later",22,0,oh well c u later,sangat pendek
ham,My uncles in Atlanta. Wish you guys a great semester.,53,0,my uncles in atlanta wish you guys a great semester,pendek
ham,No dear i do have free messages without any recharge. Hi hi hi,62,0,no dear i do have free messages without any recharge hi hi hi,pendek
ham,I dun believe u. I thk u told him.,34,0,i dun believe u i thk u told him,sangat pendek
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",151,0,do you know why god created gap between your fingers so that one who is made for you comes amp fills those gaps by holding your hand with love,panjang
ham,Yes:)sura in sun tv.:)lol.,26,0,yessura in sun tvlol,sangat pendek
ham,Arun can u transfr me d amt,27,0,arun can u transfr me d amt,sangat pendek
ham,Takin a shower now but yeah I'll leave when I'm done,52,0,takin a shower now but yeah ill leave when im done,pendek
ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,100,0,am not working but am up to eyes in philosophy so will text u later when a bit more free for chat,pendek
ham,U havenåÕt lost me ill always b here 4u.i didnåÕt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thatåÕs what itried2tell urmom.i careabout u,164,0,u havenåõt lost me ill always b here ui didnåõt intend hurt u but i never knew how u felt about me when iwasmarinethatåõs what itriedtell urmomi careabout u,panjang
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",132,1,win we have a winner mr t foley won an ipod more exciting prizes soon so keep an eye on ur mobile or visit wwwwincouk,sedang
ham,You bad girl. I can still remember them,39,0,you bad girl i can still remember them,sangat pendek
ham,How much i gave to you. Morning.,32,0,how much i gave to you morning,sangat pendek
ham,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",158,0,i hope your alright babe i worry that you might have felt a bit desparate when you learned the job was a fake i am here waiting when you come back my love,panjang
ham,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",120,0,hey can you tell me blakes address carlos wanted me to meet him there but i got lost and hes not answering his phone,sedang
ham,Can i get your opinion on something first?,42,0,can i get your opinion on something first,sangat pendek
ham,That one week leave i put know that time. Why.,46,0,that one week leave i put know that time why,sangat pendek
ham,"If we hit it off, you can move in with me :)",44,0,if we hit it off you can move in with me,sangat pendek
ham,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,123,0,excellent i spent ltgt years in the air force iraq and afghanistan i am stable and honest do you like traveling,sedang
ham,I wanna watch that movie,24,0,i wanna watch that movie,sangat pendek
ham,Ok lor thanx... ÌÏ in school?,29,0,ok lor thanx ìï in school,sangat pendek
ham,I'm in class. Did you get my text.,34,0,im in class did you get my text,sangat pendek
ham,The bus leaves at  &lt;#&gt; ,29,0,the bus leaves at ltgt,sangat pendek
ham,God bless.get good sleep my dear...i will pray!,47,0,god blessget good sleep my deari will pray,sangat pendek
spam,Todays Voda numbers ending 1225 are selected to receive a å£50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app ,156,1,todays voda numbers ending are selected to receive a å£award if you have a match please call quoting claim code standard rates app,panjang
ham,Do have a nice day today. I love you so dearly.,47,0,do have a nice day today i love you so dearly,sangat pendek
ham,Aiyo a bit pai seh Ì_ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,115,0,aiyo a bit pai seh ì noe scared he dun rem who i am then die hee but he become better lookin oredi leh,sedang
ham,"Aight, I'll ask a few of my roommates",37,0,aight ill ask a few of my roommates,sangat pendek
ham,"Now, whats your house # again ? And do you have any beer there ?",64,0,now whats your house again and do you have any beer there,pendek
